81,39,101445,28,0,3,1.3,3
82,56,128332,34,1,6,2.2,2
83,44,152740,42,1,8,3.9,2
84,61,91462,26,0,2,1.0,2
85,32,174991,48,2,7,4.2,3
86,48,119083,31,1,5,3.4,2
87,53,140227,36,2,6,2.7,2
88,65,108556,24,0,1,0.8,2
89,37,163388,44,1,4,2.9,3
90,50,97540,29,0,3,1.9,2
91,42,147205,41,1,6,3.1,2
92,58,123119,33,0,2,1.4,2
93,30,169876,47,2,8,4.4,3
94,46,111504,27,1,5,2.1,2
95,55,136442,38,1,4,3.7,2
96,40,158903,45,2,7,4.0,3
97,63,92984,22,0,1,0.9,2
98,35,145660,39,1,6,2.6,3
99,52,117238,30,0,2,1.2,2
100,45,171334,46,2,8,4.5,2
101,18,136240,35,2,8,2.0,3
102,27,143919,28,0,9,4.3,3
103,34,111208,44,1,2,5.1,3
104,48,98811,24,0,10,1.6,2
105,56,149502,39,3,7,2.9,2
106,23,123776,31,1,5,5.8,3
107,61,87455,27,0,3,4.0,2
108,42,157826,20,1,8,3.2,2
109,31,118407,45,2,4,2.3,3
110,39,129944,36,1,6,5.9,2
111,25,101672,33,3,1,1.8,3
112,50,146228,22,0,10,4.6,2
113,44,139317,29,1,4,2.4,2
114,37,153904,41,2,6,5.2,3
115,29,92053,30,1,2,3.5,3
116,58,158772,38,0,7,4.9,2
117,20,109544,24,2,5,2.7,3
118,63,131886,42,1,9,5.4,2
119,46,84488,21,0,3,1.2,2
120,33,140915,34,3,4,3.8,3
121,35,173449,49,5,18,10.0,0
122,42,131770,55,2,11,7.6,2
123,19,209482,60,3,14,8.9,0
124,28,236118,63,4,19,6.5,0
125,54,148905,46,2,12,11.1,2
126,31,188253,58,5,16,9.4,0
127,24,229004,62,4,21,5.8,0
128,46,126498,41,3,9,10.8,2
129,37,219775,57,6,18,7.0,0
130,25,157990,50,2,13,8.3,3
131,33,204661,61,5,17,4.9,0
132,40,175284,47,3,10,11.4,0
133,21,143005,44,2,8,6.2,3
134,29,234889,64,6,20,9.8,0
135,52,212447,59,4,15,10.6,0
136,27,168774,53,3,14,5.0,3
137,44,241201,65,6,22,7.4,0
138,30,122918,42,2,9,6.7,3
139,38,196554,56,5,16,8.2,0
140,23,227320,60,4,19,11.9,0
141,33,254763,75,4,22,14.0,0
142,47,214681,67,6,24,13.2,0
143,26,299114,78,7,29,8.4,0
144,39,175845,62,5,20,11.7,0
145,18,232207,73,6,27,15.0,0
146,54,281544,79,8,28,10.8,1
147,31,201666,64,4,19,14.6,0
148,43,268910,70,7,26,9.2,0
149,22,173998,66,5,21,12.4,0
150,37,243501,71,6,23,8.9,0
151,29,286004,77,7,30,13.8,1
152,48,190117,61,4,18,10.3,0
153,24,221430,68,5,24,11.1,0
154,35,257998,74,8,29,14.9,1
155,41,209332,63,4,20,12.0,0
156,27,175204,65,6,22,9.6,0
157,56,297520,80,8,30,15.3,1
158,32,235680,72,5,25,10.5,0
159,45,263410,69,7,27,13.0,0
160,20,198775,76,6,26,8.7,0
161,29,279816,92,10,41,20.4,1
162,34,328550,86,8,35,17.2,1
163,23,257910,79,7,31,14.5,1
164,41,301224,95,10,44,22.1,1
165,18,214668,77,6,27,13.4,0
166,27,344901,89,9,38,18.6,1
167,30,269770,83,8,33,16.0,1
168,46,198334,76,7,29,12.6,0
169,22,286410,91,10,42,19.3,1
170,38,316785,87,9,39,21.0,1
171,25,245990,80,7,32,15.7,1
172,33,333210,94,10,45,23.2,1
173,19,230441,78,6,28,12.3,0
174,28,275603,84,8,34,17.9,1
175,35,307488,88,9,37,18.8,1
176,42,190885,75,6,25,13.1,0
177,24,298125,93,10,43,20.8,1
178,31,321904,85,8,36,16.4,1
179,20,259337,82,7,30,14.9,1
180,39,341995,90,9,40,22.7,1
181,40,118774,31,0,2,1.5,2
182,57,147690,43,1,4,2.8,2
183,49,166812,46,2,7,3.6,2
184,62,93021,23,0,1,0.7,2
185,35,142337,35,1,5,2.4,2
186,44,159448,40,1,6,4.1,2
187,53,110563,28,0,2,1.3,2
188,65,173050,49,2,8,4.4,2
189,31,126994,37,1,4,2.0,2
190,50,137845,32,1,3,1.9,2
191,58,151206,44,2,7,3.3,2
192,46,98940,25,0,1,1.1,2
193,37,163920,47,2,8,4.2,2
194,42,121355,29,1,5,2.6,2
195,55,145770,38,1,4,3.5,2
196,30,168410,45,2,7,4.0,2
197,63,90222,24,0,1,0.9,2
198,39,154388,41,1,6,2.8,2
199,52,116889,33,0,2,1.4,2
200,45,172918,48,2,8,4.5,2
